user_id,usia,jenis_kelamin,tinggi_badan,berat_badan,aktivitas_fisik,pekerjaan,waktu_makan,harga_minimal,harga_maksimal,asin,manis,asam,gurih,pedas,renyah,halus,creamy,kental,digoreng,direbus,dibakar,dikukus,cepat_saji,beli,ranking,makanan,rating
8,19,Laki-laki,160,60,Sedang,mahasiswa,makanmalam,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,Ya,Ya,3,80,3
8,19,Laki-laki,160,60,Sedang,mahasiswa,makanmalam,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,Ya,Ya,4,145,2
8,19,Laki-laki,160,60,Sedang,mahasiswa,makanmalam,15000.0,30000.0,4,10,1,10,1,8,10,6,3,8,2,7,2,Ya,Ya,5,55,1
8,19,Laki-laki,160,60,Sedang,mahasiswa,makansiang,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,Ya,Tidak,1,58,5
8,19,Laki-laki,160,60,Sedang,mahasiswa,makansiang,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,Ya,Tidak,2,16,4
8,19,Laki-laki,160,60,Sedang,mahasiswa,makansiang,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,Ya,Tidak,3,20,3
8,19,Laki-laki,160,60,Sedang,mahasiswa,makansiang,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,Ya,Tidak,4,6,2
8,19,Laki-laki,160,60,Sedang,mahasiswa,makansiang,10000.0,30000.0,5,8,2,10,1,8,9,3,1,8,4,10,1,Ya,Tidak,5,64,1
8,19,Laki-laki,160,60,Sedang,mahasiswa,sarapan,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,Ya,Tidak,1,115,5
8,19,Laki-laki,160,60,Sedang,mahasiswa,sarapan,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,Ya,Tidak,2,62,4
8,19,Laki-laki,160,60,Sedang,mahasiswa,sarapan,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,Ya,Tidak,3,16,3
8,19,Laki-laki,160,60,Sedang,mahasiswa,sarapan,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,Ya,Tidak,4,118,2
8,19,Laki-laki,160,60,Sedang,mahasiswa,sarapan,10000.0,25000.0,5,8,3,10,1,8,9,2,2,8,5,10,2,Ya,Tidak,5,58,1
8,19,Laki-laki,160,60,Sedang,mahasiswa,snack,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,Ya,Ya,1,145,5
8,19,Laki-laki,160,60,Sedang,mahasiswa,snack,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,Ya,Ya,2,6,4
8,19,Laki-laki,160,60,Sedang,mahasiswa,snack,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,Ya,Ya,3,1,3
8,19,Laki-laki,160,60,Sedang,mahasiswa,snack,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,Ya,Ya,4,131,2
8,19,Laki-laki,160,60,Sedang,mahasiswa,snack,10000.0,20000.0,5,10,3,10,1,9,10,5,2,10,1,8,1,Ya,Ya,5,132,1
9,21,Laki-laki,180,70,Berat,polisi,makanmalam,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,Tidak,Tidak,1,121,5
9,21,Laki-laki,180,70,Berat,polisi,makanmalam,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,Tidak,Tidak,2,122,4
9,21,Laki-laki,180,70,Berat,polisi,makanmalam,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,Tidak,Tidak,3,125,3
9,21,Laki-laki,180,70,Berat,polisi,makanmalam,15000.0,25000.0,7,7,7,8,8,7,7,7,7,7,7,7,7,Tidak,Tidak,4,126,2
